from;to;value
Саратовская обл.;Амурская обл.;0,908038779872277
Саха (Якутия);Амурская обл.;0,480558868977086
Сахалинская обл.;Амурская обл.;0,857125911706846
Свердловская обл.;Амурская обл.;0,874297359443109
Севастополь;Амурская обл.;0,894964014976595
Северная Осетия;Амурская обл.;0,738212524641356
Смоленская обл.;Амурская обл.;0,914409824030396
Ставропольский край;Амурская обл.;0,72812518149515
Тамбовская обл.;Амурская обл.;0,911103081137781
Татарстан;Амурская обл.;0,937252571012262
Тверская обл.;Амурская обл.;0,823301365531252
Томская обл.;Амурская обл.;0,871974814886739
Тульская обл.;Амурская обл.;0,705021017929595
Тыва;Амурская обл.;0,442287933843744
Тюменская обл.;Амурская обл.;0,838960181679754
Удмуртия;Амурская обл.;0,906784196835734
Ульяновская обл.;Амурская обл.;0,898773562303172
Хабаровский край;Амурская обл.;0,934558475407705
Хакасия;Амурская обл.;0,744267248368589
ХМАО – Югра;Амурская обл.;0,638567267936179
Челябинская обл.;Амурская обл.;0,832300106017799
Чечня;Амурская обл.;0,296841121404441
Чувашия;Амурская обл.;0,581702345335372
Чукотский АО;Амурская обл.;0,788341467200029
Ямало-Ненецкий АО;Амурская обл.;0,774500495452756
Ярославская обл.;Амурская обл.;0,954948578075781
Адыгея;Архангельская обл.;0,892324337802986
Алтай;Архангельская обл.;0,878243563973002
Алтайский край;Архангельская обл.;0,930361439238234
Амурская обл.;Архангельская обл.;0,7524866352087
Архангельская обл.;Архангельская обл.;1
Астраханская обл.;Архангельская обл.;0,959305616769931
Башкортостан;Архангельская обл.;0,741989402361856
Белгородская обл.;Архангельская обл.;0,94655396913847
Брянская обл.;Архангельская обл.;0,925095235425341
Бурятия;Архангельская обл.;0,94090074595653
Владимирская обл.;Архангельская обл.;0,946653848575418
Волгоградская обл.;Архангельская обл.;0,906712404117159
Вологодская обл.;Архангельская обл.;0,902042713118795
Воронежская обл.;Архангельская обл.;0,948973446135734
Дагестан;Архангельская обл.;0,950315026322445
Еврейская АО;Архангельская обл.;0,565009853319379
Забайкальский край;Архангельская обл.;0,807273459968741
Ивановская обл.;Архангельская обл.;0,762598198823453
Ингушетия;Архангельская обл.;0,962575258649545
Иркутская обл.;Архангельская обл.;0,846622048444238
Кабардино-Балкария;Архангельская обл.;0,925179663651415
Калининградская обл.;Архангельская обл.;0,900998025436279
Калмыкия;Архангельская обл.;0,887644834212458
Калужская обл.;Архангельская обл.;0,956402337012809
Камчатский край;Архангельская обл.;0,8926339119788
Карачаево-Черкессия;Архангельская обл.;0,93925887714148
Карелия;Архангельская обл.;0,954369035483337
Кемеровская обл.;Архангельская обл.;0,934858915364751
Кировская обл.;Архангельская обл.;0,910746808249163
Коми;Архангельская обл.;0,943356141280896
Костромская обл.;Архангельская обл.;0,88934901221866
Краснодарский край;Архангельская обл.;0,926886131357119
Красноярский край;Архангельская обл.;0,924477380329854
Крым;Архангельская обл.;0,846689280966607
Курганская обл.;Архангельская обл.;0,864355965819919
Курская обл.;Архангельская обл.;0,85540922558027
Ленинградская обл.;Архангельская обл.;0,974915848491268
Липецкая обл.;Архангельская обл.;0,911863336885582
Магаданская обл.;Архангельская обл.;0,956707279771997
Марий Эл;Архангельская обл.;0,964570995247024
Мордовия;Архангельская обл.;0,935034024048548
Москва;Архангельская обл.;0,705466084066554
Московская обл.;Архангельская обл.;0,821901633606945
Мурманская обл.;Архангельская обл.;0,955467743641453
Ненецкий АО;Архангельская обл.;0,980265033261112
Нижегородская обл.;Архангельская обл.;0,910636833884394
Новгородская обл.;Архангельская обл.;0,958458014254895
Новосибирская обл.;Архангельская обл.;0,836513077067066
Омская обл.;Архангельская обл.;0,965672811352105
Оренбургская обл.;Архангельская обл.;0,937949037730306
Орловская обл.;Архангельская обл.;0,933006932340311
Пензенская обл.;Архангельская обл.;0,807121947423524
Пермский край;Архангельская обл.;0,943365465921846
Приморский край;Архангельская обл.;0,833227973839725
Псковская обл.;Архангельская обл.;0,728289894963986
Ростовская обл.;Архангельская обл.;0,924707503661611
Рязанская обл.;Архангельская обл.;0,93230884287179
Самарская обл.;Архангельская обл.;0,839771178192468
Санкт-Петербург;Архангельская обл.;0,93153276333828
Саратовская обл.;Архангельская обл.;0,755987248513905
Саха (Якутия);Архангельская обл.;0,86566364331011
Сахалинская обл.;Архангельская обл.;0,751462953462536
Свердловская обл.;Архангельская обл.;0,833575253910621
Севастополь;Архангельская обл.;0,870566486487706
Северная Осетия;Архангельская обл.;0,946799657125105
Смоленская обл.;Архангельская обл.;0,902884069955522
Ставропольский край;Архангельская обл.;0,952532277319718
Тамбовская обл.;Архангельская обл.;0,912524640494128
Татарстан;Архангельская обл.;0,8129778176281
Тверская обл.;Архангельская обл.;0,964466355189372
Томская обл.;Архангельская обл.;0,649476810845625
Тульская обл.;Архангельская обл.;0,973044252362937
Тыва;Архангельская обл.;0,892463827003147
Тюменская обл.;Архангельская обл.;0,944988127746403
Удмуртия;Архангельская обл.;0,930830619261196
Ульяновская обл.;Архангельская обл.;0,760475896109415
Хабаровский край;Архангельская обл.;0,825820758376435
Хакасия;Архангельская обл.;0,97808582347778
ХМАО – Югра;Архангельская обл.;0,958921625629239
Челябинская обл.;Архангельская обл.;0,95130882760566
Чечня;Архангельская обл.;0,774157393930079
Чувашия;Архангельская обл.;0,949578962624639
Чукотский АО;Архангельская обл.;0,667678932478541
Ямало-Ненецкий АО;Архангельская обл.;0,967582430738328
Ярославская обл.;Архангельская обл.;0,807752394761678
Адыгея;Астраханская обл.;0,937438901405301
Алтай;Астраханская обл.;0,886095545515638
Алтайский край;Астраханская обл.;0,945243409457457
Амурская обл.;Астраханская обл.;0,804757859134847
Архангельская обл.;Астраханская обл.;0,959305616769931
Астраханская обл.;Астраханская обл.;1
Башкортостан;Астраханская обл.;0,801219123734551
Белгородская обл.;Астраханская обл.;0,955335966605023
Брянская обл.;Астраханская обл.;0,942707382706421
Бурятия;Астраханская обл.;0,94649064051646
Владимирская обл.;Астраханская обл.;0,948190409496696
Волгоградская обл.;Астраханская обл.;0,931193788450815
Вологодская обл.;Астраханская обл.;0,926449596840401
Воронежская обл.;Астраханская обл.;0,947762991711397
Дагестан;Астраханская обл.;0,956236477486745
Еврейская АО;Астраханская обл.;0,645160301012241
Забайкальский край;Астраханская обл.;0,858780986709274
Ивановская обл.;Астраханская обл.;0,834129075526611
Ингушетия;Астраханская обл.;0,95502940409733
Иркутская обл.;Астраханская обл.;0,881148028374381
Кабардино-Балкария;Астраханская обл.;0,968991545282577
Калининградская обл.;Астраханская обл.;0,952651618917455
Калмыкия;Астраханская обл.;0,882211254892137
Калужская обл.;Астраханская обл.;0,940770331163767
Камчатский край;Астраханская обл.;0,950559362827605
Карачаево-Черкессия;Астраханская обл.;0,954753196089786
Карелия;Астраханская обл.;0,984600370921599
Кемеровская обл.;Астраханская обл.;0,929170703606162
Кировская обл.;Астраханская обл.;0,949502612980877
Коми;Астраханская обл.;0,954121528791624
Костромская обл.;Астраханская обл.;0,934566145504902
Краснодарский край;Астраханская обл.;0,942723231129538
Красноярский край;Астраханская обл.;0,927971126288614
Крым;Астраханская обл.;0,883908490571135
Курганская обл.;Астраханская обл.;0,893770844592819
Курская обл.;Астраханская обл.;0,893462559783134
Ленинградская обл.;Астраханская обл.;0,971639313926418
Липецкая обл.;Астраханская обл.;0,918317163440236
Магаданская обл.;Астраханская обл.;0,97459862240982
Марий Эл;Астраханская обл.;0,944880052274142
Мордовия;Астраханская обл.;0,956634897698547
Москва;Астраханская обл.;0,738616595783127
Московская обл.;Астраханская обл.;0,811858133188175
Мурманская обл.;Астраханская обл.;0,966234753826655
Ненецкий АО;Астраханская обл.;0,959656721731904
Нижегородская обл.;Астраханская обл.;0,943736069215868
Новгородская обл.;Астраханская обл.;0,967244315872232
Новосибирская обл.;Астраханская обл.;0,877215989458517
Омская обл.;Астраханская обл.;0,944703170653165
Оренбургская обл.;Астраханская обл.;0,947599532616468
Орловская обл.;Астраханская обл.;0,959030520630086
Пензенская обл.;Астраханская обл.;0,855637029140003
Пермский край;Астраханская обл.;0,966504209673408
Приморский край;Астраханская обл.;0,897888067214334
Псковская обл.;Астраханская обл.;0,807360379922388
Ростовская обл.;Астраханская обл.;0,952531794640828
Рязанская обл.;Астраханская обл.;0,945414473382139
Самарская обл.;Астраханская обл.;0,902863807524746
Санкт-Петербург;Астраханская обл.;0,922204361307571
Саратовская обл.;Астраханская обл.;0,809934571794941
Саха (Якутия);Астраханская обл.;0,85445088840185
Сахалинская обл.;Астраханская обл.;0,82266969916701
Свердловская обл.;Астраханская обл.;0,882347516069536
Севастополь;Астраханская обл.;0,89686697842299
Северная Осетия;Астраханская обл.;0,966214089867084
Смоленская обл.;Астраханская обл.;0,932285238967
Ставропольский край;Астраханская обл.;0,97141211022516
Тамбовская обл.;Астраханская обл.;0,940595979557198
Татарстан;Астраханская обл.;0,845352750164004
Тверская обл.;Астраханская обл.;0,978926443820215
Томская обл.;Астраханская обл.;0,727521941226046
Тульская обл.;Астраханская обл.;0,937307149610572
Тыва;Астраханская обл.;0,855238662944144
Тюменская обл.;Астраханская обл.;0,949159219167076
Удмуртия;Астраханская обл.;0,947214796981503
Ульяновская обл.;Астраханская обл.;0,827847631795222
Хабаровский край;Астраханская обл.;0,874002531687426
Хакасия;Астраханская обл.;0,96616103265304
ХМАО – Югра;Астраханская обл.;0,936115090899922
Челябинская обл.;Астраханская обл.;0,950755198367318
Чечня;Астраханская обл.;0,757241996484177
Чувашия;Астраханская обл.;0,903000963349136
Чукотский АО;Астраханская обл.;0,711158149001461
Ямало-Ненецкий АО;Астраханская обл.;0,956053306678417
Ярославская обл.;Астраханская обл.;0,871323571079266
Адыгея;Башкортостан;0,928801638745898
Алтай;Башкортостан;0,830659128331987
Алтайский край;Башкортостан;0,900683817850497
Амурская обл.;Башкортостан;0,945211048666838
Архангельская обл.;Башкортостан;0,741989402361856
Астраханская обл.;Башкортостан;0,801219123734551
Башкортостан;Башкортостан;1
Белгородская обл.;Башкортостан;0,881308665699799
Брянская обл.;Башкортостан;0,865478626289022
Бурятия;Башкортостан;0,763963300290345
Владимирская обл.;Башкортостан;0,856263931732445
Волгоградская обл.;Башкортостан;0,906236084365698
Вологодская обл.;Башкортостан;0,94468509584143
Воронежская обл.;Башкортостан;0,876517878487088
Дагестан;Башкортостан;0,670733799203505
Еврейская АО;Башкортостан;0,931361497639169
Забайкальский край;Башкортостан;0,984267291614739
Ивановская обл.;Башкортостан;0,973527838638898
Ингушетия;Башкортостан;0,662797156231234
Иркутская обл.;Башкортостан;0,948449322749852
Кабардино-Балкария;Башкортостан;0,903277548109219
Калининградская обл.;Башкортостан;0,929791486140536
Калмыкия;Башкортостан;0,623471730376556
Калужская обл.;Башкортостан;0,726788532210448
Камчатский край;Башкортостан;0,914273960581604
Карачаево-Черкессия;Башкортостан;0,776007682315034
Карелия;Башкортостан;0,827447315115273
Кемеровская обл.;Башкортостан;0,871292833453148
Кировская обл.;Башкортостан;0,923415822888659
Коми;Башкортостан;0,880486433794068
Костромская обл.;Башкортостан;0,928490810446118
Краснодарский край;Башкортостан;0,831006672658213
Красноярский край;Башкортостан;0,846119107675003
Крым;Башкортостан;0,953954746571519
Курганская обл.;Башкортостан;0,962388880743708
Курская обл.;Башкортостан;0,828557598497334
Ленинградская обл.;Башкортостан;0,775099888516143
Липецкая обл.;Башкортостан;0,853485848617363
Магаданская обл.;Башкортостан;0,83686784542095
Марий Эл;Башкортостан;0,640304041018667
Мордовия;Башкортостан;0,910086663624444
Москва;Башкортостан;0,288664350952132
Московская обл.;Башкортостан;0,380630270119213
Мурманская обл.;Башкортостан;0,804774184003891
Ненецкий АО;Башкортостан;0,805903250179974
Нижегородская обл.;Башкортостан;0,893551614778145
Новгородская обл.;Башкортостан;0,798954273963379
Новосибирская обл.;Башкортостан;0,944254106040294
Омская обл.;Башкортостан;0,717512201360525
Оренбургская обл.;Башкортостан;0,905229826870467
Орловская обл.;Башкортостан;0,822703126951239
Пензенская обл.;Башкортостан;0,970959042122687
Пермский край;Башкортостан;0,90113761303919
Приморский край;Башкортостан;0,967760513722722
Псковская обл.;Башкортостан;0,976832781021201
Ростовская обл.;Башкортостан;0,917924873167413
Рязанская обл.;Башкортостан;0,901620676896435
Самарская обл.;Башкортостан;0,924446442807531
Санкт-Петербург;Башкортостан;0,605392883939132
Саратовская обл.;Башкортостан;0,960885607903195
Саха (Якутия);Башкортостан;0,512641694974405
Сахалинская обл.;Башкортостан;0,834093335866453
Свердловская обл.;Башкортостан;0,925266194518841
Севастополь;Башкортостан;0,867657252945491
Северная Осетия;Башкортостан;0,739848170037016
Смоленская обл.;Башкортостан;0,929352077573935
Ставропольский край;Башкортостан;0,725615686033967
Тамбовская обл.;Башкортостан;0,933198386783837
Татарстан;Башкортостан;0,931512735306594
Тверская обл.;Башкортостан;0,840016107085254
Томская обл.;Башкортостан;0,944987033167082
Тульская обл.;Башкортостан;0,71422552314489
Тыва;Башкортостан;0,452010898467888
Тюменская обл.;Башкортостан;0,850378725983995
Удмуртия;Башкортостан;0,894602465037648
Ульяновская обл.;Башкортостан;0,944235437072778
Хабаровский край;Башкортостан;0,974887436333493
Хакасия;Башкортостан;0,745085899158398
ХМАО – Югра;Башкортостан;0,644476192206863
Челябинская обл.;Башкортостан;0,870366955900619
Чечня;Башкортостан;0,305012253045843
Чувашия;Башкортостан;0,59178764293348
Чукотский АО;Башкортостан;0,777623078723443
Ямало-Ненецкий АО;Башкортостан;0,768580405990508
Ярославская обл.;Башкортостан;0,98359849681604
Адыгея;Белгородская обл.;0,956791503566871
Алтай;Белгородская обл.;0,901701633822611
Алтайский край;Белгородская обл.;0,987880398452685
Амурская обл.;Белгородская обл.;0,877327471160894
Архангельская обл.;Белгородская обл.;0,94655396913847
Астраханская обл.;Белгородская обл.;0,955335966605023
