from;to;value
Магаданская обл.;Алтай;0,862815188196148
Марий Эл;Алтай;0,676016963119241
Мордовия;Алтай;0,584980052112354
Москва;Алтай;0,68583778489153
Московская обл.;Алтай;0,0958954130713991
Мурманская обл.;Алтай;0,661906506060465
Ненецкий АО;Алтай;0,610331928218162
Нижегородская обл.;Алтай;0,397546174832806
Новгородская обл.;Алтай;0,390030730490495
Новосибирская обл.;Алтай;0,727585418634563
Омская обл.;Алтай;0,630208083555633
Оренбургская обл.;Алтай;0,748752393492609
Орловская обл.;Алтай;0,499817908408744
Пензенская обл.;Алтай;0,386970562282746
Пермский край;Алтай;0,268475713350233
Приморский край;Алтай;0,579838246861671
Псковская обл.;Алтай;0,306741111762081
Ростовская обл.;Алтай;0,365795483520455
Рязанская обл.;Алтай;0,525004112227878
Самарская обл.;Алтай;-0,024890966010499
Санкт-Петербург;Алтай;0,25938984855004
Саратовская обл.;Алтай;0,338890604480439
Саха (Якутия);Алтай;0,728781257621805
Сахалинская обл.;Алтай;0,597971391656854
Свердловская обл.;Алтай;0,534417960714956
Севастополь;Алтай;0,328322898657953
Северная Осетия;Алтай;0,609131536830538
Смоленская обл.;Алтай;0,300889615638968
Ставропольский край;Алтай;0,59833904826921
Тамбовская обл.;Алтай;0,166092509536482
Татарстан;Алтай;0,237169405460622
Тверская обл.;Алтай;0,348915727227598
Томская обл.;Алтай;0,837176937818418
Тульская обл.;Алтай;0,232133570119877
Тыва;Алтай;0,84817517813395
Тюменская обл.;Алтай;0,691682622951747
Удмуртия;Алтай;0,510867669720887
Ульяновская обл.;Алтай;0,620053390313215
Хабаровский край;Алтай;0,550560984073318
Хакасия;Алтай;0,728601215005501
ХМАО – Югра;Алтай;0,72532378001022
Челябинская обл.;Алтай;0,175127452455815
Чечня;Алтай;0,290230889851252
Чувашия;Алтай;0,291074353890078
Чукотский АО;Алтай;0,333961257960309
Ямало-Ненецкий АО;Алтай;0,852602888707111
Ярославская обл.;Алтай;0,292346348442829
Адыгея;Алтайский край;0,896633526010987
Алтай;Алтайский край;0,711782328232715
Алтайский край;Алтайский край;1
Амурская обл.;Алтайский край;0,9368761261035
Архангельская обл.;Алтайский край;0,943920084658563
Астраханская обл.;Алтайский край;0,848478399215908
Башкортостан;Алтайский край;0,531237148565965
Белгородская обл.;Алтайский край;0,844017344640481
Брянская обл.;Алтайский край;0,866781231437004
Бурятия;Алтайский край;0,933052424934408
Владимирская обл.;Алтайский край;0,80338909452513
Волгоградская обл.;Алтайский край;0,921820387814842
Вологодская обл.;Алтайский край;0,729506399412423
Воронежская обл.;Алтайский край;0,852461920221793
Дагестан;Алтайский край;0,749472423251506
Еврейская АО;Алтайский край;0,744218750916533
Забайкальский край;Алтайский край;0,979172989472616
Ивановская обл.;Алтайский край;0,866492424993269
Ингушетия;Алтайский край;0,824534611051766
Иркутская обл.;Алтайский край;0,872529928433368
Кабардино-Балкария;Алтайский край;0,948647928443945
Калининградская обл.;Алтайский край;0,825136349239711
Калмыкия;Алтайский край;0,864475936509735
Калужская обл.;Алтайский край;0,87955576879845
Камчатский край;Алтайский край;0,925191794675774
Карачаево-Черкессия;Алтайский край;0,854010270823927
Карелия;Алтайский край;0,804518687667573
Кемеровская обл.;Алтайский край;0,745814378115624
Кировская обл.;Алтайский край;0,899499920895191
Коми;Алтайский край;0,929591880103923
Костромская обл.;Алтайский край;0,858370482177535
Краснодарский край;Алтайский край;0,75312738161489
Красноярский край;Алтайский край;0,956023227779946
Крым;Алтайский край;0,777031369632622
Курганская обл.;Алтайский край;0,93016146396818
Курская обл.;Алтайский край;0,828945967281866
Ленинградская обл.;Алтайский край;0,819103638075105
Липецкая обл.;Алтайский край;0,703987176935599
Магаданская обл.;Алтайский край;0,730487199870129
Марий Эл;Алтайский край;0,969250782797272
Мордовия;Алтайский край;0,956651718799541
Москва;Алтайский край;0,751055174150606
Московская обл.;Алтайский край;0,593981270972252
Мурманская обл.;Алтайский край;0,943745541820948
Ненецкий АО;Алтайский край;0,700216873779885
Нижегородская обл.;Алтайский край;0,878837860746339
Новгородская обл.;Алтайский край;0,836661621452523
Новосибирская обл.;Алтайский край;0,970975621726199
Омская обл.;Алтайский край;0,94377046567005
Оренбургская обл.;Алтайский край;0,950795475247862
Орловская обл.;Алтайский край;0,910164558843862
Пензенская обл.;Алтайский край;0,838388816116472
Пермский край;Алтайский край;0,802910661958357
Приморский край;Алтайский край;0,930454271904008
Псковская обл.;Алтайский край;0,642371499737818
Ростовская обл.;Алтайский край;0,859558458199145
Рязанская обл.;Алтайский край;0,929768643121833
Самарская обл.;Алтайский край;0,592404023412313
Санкт-Петербург;Алтайский край;0,708190708150791
Саратовская обл.;Алтайский край;0,860332444646799
Саха (Якутия);Алтайский край;0,773941412291755
Сахалинская обл.;Алтайский край;0,903510136024688
Свердловская обл.;Алтайский край;0,920055012937253
Севастополь;Алтайский край;0,787510309382941
Северная Осетия;Алтайский край;0,914872412743936
Смоленская обл.;Алтайский край;0,796430059098885
Ставропольский край;Алтайский край;0,88085840709909
Тамбовская обл.;Алтайский край;0,750064373147789
Татарстан;Алтайский край;0,770474508365324
Тверская обл.;Алтайский край;0,865043947162343
Томская обл.;Алтайский край;0,913231716867013
Тульская обл.;Алтайский край;0,787435235593047
Тыва;Алтайский край;0,751005711596009
Тюменская обл.;Алтайский край;0,968439058355858
Удмуртия;Алтайский край;0,840999013902499
Ульяновская обл.;Алтайский край;0,90218100468152
Хабаровский край;Алтайский край;0,904914330806417
Хакасия;Алтайский край;0,857491042185555
ХМАО – Югра;Алтайский край;0,921946530374487
Челябинская обл.;Алтайский край;0,747170568493742
Чечня;Алтайский край;0,659398213522435
Чувашия;Алтайский край;0,741901787763497
Чукотский АО;Алтайский край;0,504653779627204
Ямало-Ненецкий АО;Алтайский край;0,862306043987769
Ярославская обл.;Алтайский край;0,835742603530747
Адыгея;Амурская обл.;0,946638304914365
Алтай;Амурская обл.;0,708812373187136
Алтайский край;Амурская обл.;0,9368761261035
Амурская обл.;Амурская обл.;1
Архангельская обл.;Амурская обл.;0,963041333503196
Астраханская обл.;Амурская обл.;0,823855954335548
Башкортостан;Амурская обл.;0,47023207445548
Белгородская обл.;Амурская обл.;0,827056585442363
Брянская обл.;Амурская обл.;0,84093427132609
Бурятия;Амурская обл.;0,959234906810197
Владимирская обл.;Амурская обл.;0,756676184205099
Волгоградская обл.;Амурская обл.;0,880846418544288
Вологодская обл.;Амурская обл.;0,71474489561481
Воронежская обл.;Амурская обл.;0,782661424430364
Дагестан;Амурская обл.;0,812893277783094
Еврейская АО;Амурская обл.;0,762086847277139
Забайкальский край;Амурская обл.;0,958705656435837
Ивановская обл.;Амурская обл.;0,854589472168495
Ингушетия;Амурская обл.;0,896922202478374
Иркутская обл.;Амурская обл.;0,797078713413556
Кабардино-Балкария;Амурская обл.;0,855463823760134
Калининградская обл.;Амурская обл.;0,821796345864233
Калмыкия;Амурская обл.;0,860822999362161
Калужская обл.;Амурская обл.;0,834757357009825
Камчатский край;Амурская обл.;0,929055517088075
Карачаево-Черкессия;Амурская обл.;0,863215843451834
Карелия;Амурская обл.;0,852657769436989
Кемеровская обл.;Амурская обл.;0,792582030410816
Кировская обл.;Амурская обл.;0,916405155720589
Коми;Амурская обл.;0,965251931028013
Костромская обл.;Амурская обл.;0,901790598931813
Краснодарский край;Амурская обл.;0,731872929956036
Красноярский край;Амурская обл.;0,959010569416847
Крым;Амурская обл.;0,831497250108898
Курганская обл.;Амурская обл.;0,881735908180215
Курская обл.;Амурская обл.;0,762652183598347
Ленинградская обл.;Амурская обл.;0,78212946058398
Липецкая обл.;Амурская обл.;0,647037372609764
Магаданская обл.;Амурская обл.;0,783932615176216
Марий Эл;Амурская обл.;0,907514846500786
Мордовия;Амурская обл.;0,936436427726743
Москва;Амурская обл.;0,83592257310152
Московская обл.;Амурская обл.;0,647581232998743
Мурманская обл.;Амурская обл.;0,965346179142553
Ненецкий АО;Амурская обл.;0,634071053918715
Нижегородская обл.;Амурская обл.;0,790594479186165
Новгородская обл.;Амурская обл.;0,86568323574431
Новосибирская обл.;Амурская обл.;0,931968749443262
Омская обл.;Амурская обл.;0,953790341196436
Оренбургская обл.;Амурская обл.;0,941566695513556
Орловская обл.;Амурская обл.;0,86191996540052
Пензенская обл.;Амурская обл.;0,728930900744208
Пермский край;Амурская обл.;0,782976758594276
Приморский край;Амурская обл.;0,946877366440845
Псковская обл.;Амурская обл.;0,69618606140985
Ростовская обл.;Амурская обл.;0,779364838719981
Рязанская обл.;Амурская обл.;0,909372127225153
Самарская обл.;Амурская обл.;0,492991175700692
Санкт-Петербург;Амурская обл.;0,782896808795286
Саратовская обл.;Амурская обл.;0,807713600932021
Саха (Якутия);Амурская обл.;0,885993879364048
Сахалинская обл.;Амурская обл.;0,935772767621344
Свердловская обл.;Амурская обл.;0,915782705317701
Севастополь;Амурская обл.;0,724360090946095
Северная Осетия;Амурская обл.;0,940966433974512
Смоленская обл.;Амурская обл.;0,74722733201064
Ставропольский край;Амурская обл.;0,86867992578402
Тамбовская обл.;Амурская обл.;0,673193705329099
Татарстан;Амурская обл.;0,753727207153552
Тверская обл.;Амурская обл.;0,843639516507258
Томская обл.;Амурская обл.;0,93346241781792
Тульская обл.;Амурская обл.;0,764282790869914
Тыва;Амурская обл.;0,835183982630455
Тюменская обл.;Амурская обл.;0,948633476465909
Удмуртия;Амурская обл.;0,875012042764309
Ульяновская обл.;Амурская обл.;0,944171607868641
Хабаровский край;Амурская обл.;0,939718010767686
Хакасия;Амурская обл.;0,952800176555535
ХМАО – Югра;Амурская обл.;0,904220131709317
Челябинская обл.;Амурская обл.;0,720851855932992
Чечня;Амурская обл.;0,755023834558137
Чувашия;Амурская обл.;0,80213445860615
Чукотский АО;Амурская обл.;0,5483525268023
Ямало-Ненецкий АО;Амурская обл.;0,883860962460199
Ярославская обл.;Амурская обл.;0,799192938828498
Адыгея;Архангельская обл.;0,957422879742072
Алтай;Архангельская обл.;0,723604447813946
Алтайский край;Архангельская обл.;0,943920084658563
Амурская обл.;Архангельская обл.;0,963041333503196
Архангельская обл.;Архангельская обл.;1
Астраханская обл.;Архангельская обл.;0,822384748297576
Башкортостан;Архангельская обл.;0,462190048816836
Белгородская обл.;Архангельская обл.;0,819990333902391
Брянская обл.;Архангельская обл.;0,839065522659834
Бурятия;Архангельская обл.;0,956505320917341
Владимирская обл.;Архангельская обл.;0,779181842433884
Волгоградская обл.;Архангельская обл.;0,89505522572067
Вологодская обл.;Архангельская обл.;0,749699354448403
Воронежская обл.;Архангельская обл.;0,801030080078156
Дагестан;Архангельская обл.;0,797666414806422
Еврейская АО;Архангельская обл.;0,784771163542217
Забайкальский край;Архангельская обл.;0,963875660146509
Ивановская обл.;Архангельская обл.;0,854257306312296
Ингушетия;Архангельская обл.;0,912508303881662
Иркутская обл.;Архангельская обл.;0,801382526645298
Кабардино-Балкария;Архангельская обл.;0,884475325229664
Калининградская обл.;Архангельская обл.;0,823618134730515
Калмыкия;Архангельская обл.;0,892447727556749
Калужская обл.;Архангельская обл.;0,849229840328052
Камчатский край;Архангельская обл.;0,936304537434653
Карачаево-Черкессия;Архангельская обл.;0,891204193711523
Карелия;Архангельская обл.;0,854999749973121
Кемеровская обл.;Архангельская обл.;0,815557675723078
Кировская обл.;Архангельская обл.;0,903040463030175
Коми;Архангельская обл.;0,971656788436328
Костромская обл.;Архангельская обл.;0,907956284322653
Краснодарский край;Архангельская обл.;0,725094249320534
Красноярский край;Архангельская обл.;0,941105974707219
Крым;Архангельская обл.;0,85793630508415
Курганская обл.;Архангельская обл.;0,89058135317348
Курская обл.;Архангельская обл.;0,775737471162472
Ленинградская обл.;Архангельская обл.;0,787527251321515
Липецкая обл.;Архангельская обл.;0,656220803795103
Магаданская обл.;Архангельская обл.;0,803907529405089
Марий Эл;Архангельская обл.;0,926755552283982
Мордовия;Архангельская обл.;0,939733303037762
Москва;Архангельская обл.;0,837170054555212
Московская обл.;Архангельская обл.;0,648930346046157
Мурманская обл.;Архангельская обл.;0,96547004288967
Ненецкий АО;Архангельская обл.;0,64669801767893
Нижегородская обл.;Архангельская обл.;0,80930285861856
Новгородская обл.;Архангельская обл.;0,865124496280213
Новосибирская обл.;Архангельская обл.;0,934465624784324
Омская обл.;Архангельская обл.;0,935014239127986
Оренбургская обл.;Архангельская обл.;0,944038295275909
Орловская обл.;Архангельская обл.;0,880259124764732
Пензенская обл.;Архангельская обл.;0,749041153757077
Пермский край;Архангельская обл.;0,796495530781811
Приморский край;Архангельская обл.;0,935873525055604
Псковская обл.;Архангельская обл.;0,730339261098348
Ростовская обл.;Архангельская обл.;0,800968997784669
Рязанская обл.;Архангельская обл.;0,916946144089693
Самарская обл.;Архангельская обл.;0,524208080976174
Санкт-Петербург;Архангельская обл.;0,767889094471968
Саратовская обл.;Архангельская обл.;0,820685373967264
Саха (Якутия);Архангельская обл.;0,87040700031312
Сахалинская обл.;Архангельская обл.;0,931475065969378
Свердловская обл.;Архангельская обл.;0,914667763107658
Севастополь;Архангельская обл.;0,726896025358019
Северная Осетия;Архангельская обл.;0,936811646080038
Смоленская обл.;Архангельская обл.;0,757416396869188
Ставропольский край;Архангельская обл.;0,880528805732305
Тамбовская обл.;Архангельская обл.;0,67232141042089
Татарстан;Архангельская обл.;0,762622706324101
Тверская обл.;Архангельская обл.;0,837772407753162
Томская обл.;Архангельская обл.;0,948419656169609
Тульская обл.;Архангельская обл.;0,762700754538058
Тыва;Архангельская обл.;0,837973128211061
Тюменская обл.;Архангельская обл.;0,948455200172432
Удмуртия;Архангельская обл.;0,868232460888788
Ульяновская обл.;Архангельская обл.;0,94443655534217
Хабаровский край;Архангельская обл.;0,930065628492499
Хакасия;Архангельская обл.;0,94699675957172
ХМАО – Югра;Архангельская обл.;0,92545518887241
Челябинская обл.;Архангельская обл.;0,734306174139163
Чечня;Архангельская обл.;0,772095314937872
Чувашия;Архангельская обл.;0,800336365564161
Чукотский АО;Архангельская обл.;0,536436216411823
Ямало-Ненецкий АО;Архангельская обл.;0,902376379402841
Ярославская обл.;Архангельская обл.;0,793148755001214
Адыгея;Астраханская обл.;0,783017142389874
Алтай;Астраханская обл.;0,355498381014696
Алтайский край;Астраханская обл.;0,848478399215908
Амурская обл.;Астраханская обл.;0,823855954335548
Архангельская обл.;Астраханская обл.;0,822384748297576
Астраханская обл.;Астраханская обл.;1
Башкортостан;Астраханская обл.;0,83484606996975
Белгородская обл.;Астраханская обл.;0,977077414161757
Брянская обл.;Астраханская обл.;0,958062528489362
Бурятия;Астраханская обл.;0,758491493307802
Владимирская обл.;Астраханская обл.;0,967848210459192
Волгоградская обл.;Астраханская обл.;0,968837373384105
Вологодская обл.;Астраханская обл.;0,936887888849536
Воронежская обл.;Астраханская обл.;0,975934382723604
Дагестан;Астраханская обл.;0,812540321702118
Еврейская АО;Астраханская обл.;0,396580753711074
Забайкальский край;Астраханская обл.;0,879214848309923
Ивановская обл.;Астраханская обл.;0,973717461891247
Ингушетия;Астраханская обл.;0,701238934891165
Иркутская обл.;Астраханская обл.;0,934264058436729
Кабардино-Балкария;Астраханская обл.;0,876851922716168
Калининградская обл.;Астраханская обл.;0,96526909041017
Калмыкия;Астраханская обл.;0,72111862426569
Калужская обл.;Астраханская обл.;0,970692776634561
Камчатский край;Астраханская обл.;0,920228399108107
Карачаево-Черкессия;Астраханская обл.;0,689514489032846
Карелия;Астраханская обл.;0,869172469399492
Кемеровская обл.;Астраханская обл.;0,431265852300789
Кировская обл.;Астраханская обл.;0,951208128429717
Коми;Астраханская обл.;0,799678056268131
Костромская обл.;Астраханская обл.;0,607811658017927
Краснодарский край;Астраханская обл.;0,955552047679109
Красноярский край;Астраханская обл.;0,928032054028238
Крым;Астраханская обл.;0,806930559682637
Курганская обл.;Астраханская обл.;0,958066227730315
Курская обл.;Астраханская обл.;0,968624307022765
Ленинградская обл.;Астраханская обл.;0,970671220903048
Липецкая обл.;Астраханская обл.;0,940024502623728
Магаданская обл.;Астраханская обл.;0,442918493675968
Марий Эл;Астраханская обл.;0,873110643269898
Мордовия;Астраханская обл.;0,923082679451207
Москва;Астраханская обл.;0,5680572271595
Московская обл.;Астраханская обл.;0,826495602642705
Мурманская обл.;Астраханская обл.;0,866094455304405
Ненецкий АО;Астраханская обл.;0,537857961664911
Нижегородская обл.;Астраханская обл.;0,933406075712497
Новгородская обл.;Астраханская обл.;0,942001375787736
Новосибирская обл.;Астраханская обл.;0,803774537573851
Омская обл.;Астраханская обл.;0,888454106056682
Оренбургская обл.;Астраханская обл.;0,821626689614143
Орловская обл.;Астраханская обл.;0,950389861739319
Пензенская обл.;Астраханская обл.;0,93536980423656
Пермский край;Астраханская обл.;0,970266814811699
Приморский край;Астраханская обл.;0,940957706707721
Псковская обл.;Астраханская обл.;0,739646977979443
Ростовская обл.;Астраханская обл.;0,966335960763867
Рязанская обл.;Астраханская обл.;0,941016907945311
Самарская обл.;Астраханская обл.;0,848000839139996
Санкт-Петербург;Астраханская обл.;0,857458909513656
Саратовская обл.;Астраханская обл.;0,976117129350337
Саха (Якутия);Астраханская обл.;0,602782235455235
Сахалинская обл.;Астраханская обл.;0,890955106330167
Свердловская обл.;Астраханская обл.;0,951881149713761
Севастополь;Астраханская обл.;0,935910330592904
Северная Осетия;Астраханская обл.;0,909111113547579
Смоленская обл.;Астраханская обл.;0,956253572125363
Ставропольский край;Астраханская обл.;0,874964860277017
Тамбовская обл.;Астраханская обл.;0,940255601625029
Татарстан;Астраханская обл.;0,957561987672976
Тверская обл.;Астраханская обл.;0,971993437173905
Томская обл.;Астраханская обл.;0,666273363759302
Тульская обл.;Астраханская обл.;0,969551534227283
Тыва;Астраханская обл.;0,448206304190043
Тюменская обл.;Астраханская обл.;0,871095685373042
Удмуртия;Астраханская обл.;0,86935392090299
Ульяновская обл.;Астраханская обл.;0,871292821118564
Хабаровский край;Астраханская обл.;0,931267804824423
Хакасия;Астраханская обл.;0,704284492012991
ХМАО – Югра;Астраханская обл.;0,797428183180185
Челябинская обл.;Астраханская обл.;0,965008127424265
Чечня;Астраханская обл.;0,761080137562666
Чувашия;Астраханская обл.;0,893142177314541
Чукотский АО;Астраханская обл.;0,496052858129378
Ямало-Ненецкий АО;Астраханская обл.;0,579444333849283
Ярославская обл.;Астраханская обл.;0,968591430139805
Адыгея;Башкортостан;0,394485905084957
Алтай;Башкортостан;-0,122647920420445
Алтайский край;Башкортостан;0,531237148565965
Амурская обл.;Башкортостан;0,47023207445548
Архангельская обл.;Башкортостан;0,462190048816836
Астраханская обл.;Башкортостан;0,83484606996975
Башкортостан;Башкортостан;1
Белгородская обл.;Башкортостан;0,836956445000037
Брянская обл.;Башкортостан;0,770742761257689
Бурятия;Башкортостан;0,409379885926314
Владимирская обл.;Башкортостан;0,87856883181633
Волгоградская обл.;Башкортостан;0,746704788650717
Вологодская обл.;Башкортостан;0,849069856115121
Воронежская обл.;Башкортостан;0,842974015365942
Дагестан;Башкортостан;0,481244031484302
Еврейская АО;Башкортостан;-0,0810111951667789
Забайкальский край;Башкортостан;0,541970570225906
Ивановская обл.;Башкортостан;0,780817762404176
Ингушетия;Башкортостан;0,26884944620412
Иркутская обл.;Башкортостан;0,84980176560242
Кабардино-Балкария;Башкортостан;0,592200856894465
Калининградская обл.;Башкортостан;0,809832946437081
Калмыкия;Башкортостан;0,281115094463097
Калужская обл.;Башкортостан;0,810898963632525
Камчатский край;Башкортостан;0,60702993201594
Карачаево-Черкессия;Башкортостан;0,216829797266818
Карелия;Башкортостан;0,704188868229117
Кемеровская обл.;Башкортостан;-0,0899267720774317
Кировская обл.;Башкортостан;0,739512658132733
Коми;Башкортостан;0,439167110421452
Костромская обл.;Башкортостан;0,230900060711807
Краснодарский край;Башкортостан;0,874502688478517
Красноярский край;Башкортостан;0,637064174148994
Крым;Башкортостан;0,525166291423442
Курганская обл.;Башкортостан;0,74630951241655
Курская обл.;Башкортостан;0,900251497674513
Ленинградская обл.;Башкортостан;0,884647800808417
Липецкая обл.;Башкортостан;0,949146188009821
Магаданская обл.;Башкортостан;-0,0828700121216536
Марий Эл;Башкортостан;0,551596244373274
Мордовия;Башкортостан;0,637212704995684
Москва;Башкортостан;0,255188629503658
Московская обл.;Башкортостан;0,816959192408903
Мурманская обл.;Башкортостан;0,525562401096056
Ненецкий АО;Башкортостан;0,300643399363533
Нижегородская обл.;Башкортостан;0,804164754978395
Новгородская обл.;Башкортостан;0,742829420006821
Новосибирская обл.;Башкортостан;0,507178339934519
Омская обл.;Башкортостан;0,580054456457592
Оренбургская обл.;Башкортостан;0,414430051276965
Орловская обл.;Башкортостан;0,702257854100426
Пензенская обл.;Башкортостан;0,765345736593869
Пермский край;Башкортостан;0,87235539938953
Приморский край;Башкортостан;0,640034328582904
Псковская обл.;Башкортостан;0,597810672590557
Ростовская обл.;Башкортостан;0,812912197392994
Рязанская обл.;Башкортостан;0,70564704874378
Самарская обл.;Башкортостан;0,92391497050767
Санкт-Петербург;Башкортостан;0,738754524792511
Саратовская обл.;Башкортостан;0,859608345718195
Саха (Якутия);Башкортостан;0,226762345964205
Сахалинская обл.;Башкортостан;0,562360095239634
Свердловская обл.;Башкортостан;0,684899195700114
Севастополь;Башкортостан;0,803859221985503
Северная Осетия;Башкортостан;0,568275912766413
Смоленская обл.;Башкортостан;0,845006310953531
Ставропольский край;Башкортостан;0,528534326820206
Тамбовская обл.;Башкортостан;0,914010498838179
Татарстан;Башкортостан;0,876344430519574
Тверская обл.;Башкортостан;0,852878667861252
Томская обл.;Башкортостан;0,232192858746316
Тульская обл.;Башкортостан;0,900370044603777
Тыва;Башкортостан;0,00976417094162458
Тюменская обл.;Башкортостан;0,531540946047764
Удмуртия;Башкортостан;0,572258805948005
Ульяновская обл.;Башкортостан;0,529224125598449
Хабаровский край;Башкортостан;0,63993148967951
Хакасия;Башкортостан;0,331613160345504
ХМАО – Югра;Башкортостан;0,396966152976728
Челябинская обл.;Башкортостан;0,910256325539052
Чечня;Башкортостан;0,60974341156786
Чувашия;Башкортостан;0,773094281612033
Чукотский АО;Башкортостан;0,339809362399346
Ямало-Ненецкий АО;Башкортостан;0,117988391990615
Ярославская обл.;Башкортостан;0,884360819838709
Адыгея;Белгородская обл.;0,790772968182089
Алтай;Белгородская обл.;0,324885989777596
Алтайский край;Белгородская обл.;0,844017344640481
Амурская обл.;Белгородская обл.;0,827056585442363
Архангельская обл.;Белгородская обл.;0,819990333902391
