from;to;value
Оренбургская обл.;Алтай;0,536535683584364
Орловская обл.;Алтай;0,616892764381174
Пензенская обл.;Алтай;0,550857199124315
Пермский край;Алтай;0,509231269137149
Приморский край;Алтай;0,691505007942981
Псковская обл.;Алтай;0,803807867348804
Ростовская обл.;Алтай;0,339414209971905
Рязанская обл.;Алтай;0,763105145990463
Самарская обл.;Алтай;0,360536385140779
Санкт-Петербург;Алтай;0,83982231001309
Саратовская обл.;Алтай;0,546348601171623
Саха (Якутия);Алтай;0,0365594985736819
Сахалинская обл.;Алтай;0,626859862342035
Свердловская обл.;Алтай;0,534630666462465
Севастополь;Алтай;0,502568786798874
Северная Осетия;Алтай;0,39779785705022
Смоленская обл.;Алтай;0,666452589352633
Ставропольский край;Алтай;0,390590055013094
Тамбовская обл.;Алтай;0,679356851632073
Татарстан;Алтай;0,630421156734471
Тверская обл.;Алтай;0,804313312797127
Томская обл.;Алтай;0,56466919686648
Тульская обл.;Алтай;0,773533230505053
Тыва;Алтай;0,829601866328124
Тюменская обл.;Алтай;0,645491448135282
Удмуртия;Алтай;0,304257442727499
Ульяновская обл.;Алтай;0,443576890583858
Хабаровский край;Алтай;0,679283623831269
Хакасия;Алтай;0,788190502833677
ХМАО – Югра;Алтай;0,763185972061453
Челябинская обл.;Алтай;0,428409948983024
Чечня;Алтай;0,545698899337438
Чувашия;Алтай;0,383912903480344
Чукотский АО;Алтай;0,546110931687813
Ямало-Ненецкий АО;Алтай;0,670315059138381
Ярославская обл.;Алтай;0,656294970399213
Адыгея;Алтайский край;0,933802352433555
Алтай;Алтайский край;0,660706861022438
Алтайский край;Алтайский край;1
Амурская обл.;Алтайский край;0,98762515960708
Архангельская обл.;Алтайский край;0,92405582092069
Астраханская обл.;Алтайский край;0,969062412090604
Башкортостан;Алтайский край;0,915472086384658
Белгородская обл.;Алтайский край;0,939726095598185
Брянская обл.;Алтайский край;0,643573082244919
Бурятия;Алтайский край;0,00914288962339313
Владимирская обл.;Алтайский край;0,881136714398089
Волгоградская обл.;Алтайский край;0,943474327437697
Вологодская обл.;Алтайский край;0,977724826395871
Воронежская обл.;Алтайский край;0,986043450720004
Дагестан;Алтайский край;0,982561648972847
Еврейская АО;Алтайский край;0,973935644453791
Забайкальский край;Алтайский край;0,791501151061623
Ивановская обл.;Алтайский край;0,952667547286443
Ингушетия;Алтайский край;0,92411506941345
Иркутская обл.;Алтайский край;0,987993386358081
Кабардино-Балкария;Алтайский край;0,966962700613016
Калининградская обл.;Алтайский край;0,922731647143463
Калмыкия;Алтайский край;0,985117212239046
Калужская обл.;Алтайский край;0,973468949558766
Камчатский край;Алтайский край;0,972736310595109
Карачаево-Черкессия;Алтайский край;0,97121191880303
Карелия;Алтайский край;0,857569982477546
Кемеровская обл.;Алтайский край;0,961252236919011
Кировская обл.;Алтайский край;0,724794175965335
Коми;Алтайский край;0,969958149890909
Костромская обл.;Алтайский край;0,907235740679382
Краснодарский край;Алтайский край;0,985368484827479
Красноярский край;Алтайский край;0,984731294604375
Крым;Алтайский край;0,926973757491497
Курганская обл.;Алтайский край;0,968681363407292
Курская обл.;Алтайский край;0,982902266940643
Ленинградская обл.;Алтайский край;0,956434447108932
Липецкая обл.;Алтайский край;0,960049000686547
Магаданская обл.;Алтайский край;0,970247741942124
Марий Эл;Алтайский край;0,982538028010866
Мордовия;Алтайский край;0,975412268391416
Москва;Алтайский край;-0,525426308353118
Московская обл.;Алтайский край;0,195627602104833
Мурманская обл.;Алтайский край;0,847751733572059
Ненецкий АО;Алтайский край;0,858054948564883
Нижегородская обл.;Алтайский край;0,96058832812996
Новгородская обл.;Алтайский край;0,950928854360453
Новосибирская обл.;Алтайский край;0,938844675246165
Омская обл.;Алтайский край;0,984714151634255
Оренбургская обл.;Алтайский край;0,973348242465877
Орловская обл.;Алтайский край;0,872728762164305
Пензенская обл.;Алтайский край;0,974363755615708
Пермский край;Алтайский край;0,966422437708529
Приморский край;Алтайский край;0,986300379832379
Псковская обл.;Алтайский край;0,819883232678364
Ростовская обл.;Алтайский край;0,885440864050429
Рязанская обл.;Алтайский край;0,938163965344364
Самарская обл.;Алтайский край;0,88824804243389
Санкт-Петербург;Алтайский край;0,693043077037303
Саратовская обл.;Алтайский край;0,965290699456316
Саха (Якутия);Алтайский край;0,615281292406891
Сахалинская обл.;Алтайский край;0,955257246470158
Свердловская обл.;Алтайский край;0,975325632719191
Севастополь;Алтайский край;0,868989388535081
Северная Осетия;Алтайский край;0,913153338037126
Смоленская обл.;Алтайский край;0,462569481816871
Ставропольский край;Алтайский край;0,913501452213662
Тамбовская обл.;Алтайский край;0,967915036031794
Татарстан;Алтайский край;0,947776456863708
Тверская обл.;Алтайский край;0,917905206195183
Томская обл.;Алтайский край;0,958876571533506
Тульская обл.;Алтайский край;0,767985569192997
Тыва;Алтайский край;0,833298497455087
Тюменская обл.;Алтайский край;0,99225357564506
Удмуртия;Алтайский край;0,867891672802432
Ульяновская обл.;Алтайский край;0,934849514338762
Хабаровский край;Алтайский край;0,979688808482756
Хакасия;Алтайский край;0,938405298310908
ХМАО – Югра;Алтайский край;0,961374586177395
Челябинская обл.;Алтайский край;0,936084487314022
Чечня;Алтайский край;0,91004088261415
Чувашия;Алтайский край;0,892520516878383
Чукотский АО;Алтайский край;0,664992928620477
Ямало-Ненецкий АО;Алтайский край;0,987944992605222
Ярославская обл.;Алтайский край;0,985078923413506
Адыгея;Амурская обл.;0,945553051399738
Алтай;Амурская обл.;0,610807753234826
Алтайский край;Амурская обл.;0,98762515960708
Амурская обл.;Амурская обл.;1
Архангельская обл.;Амурская обл.;0,929154255383673
Астраханская обл.;Амурская обл.;0,963673096606642
Башкортостан;Амурская обл.;0,924113278801139
Белгородская обл.;Амурская обл.;0,943461338444656
Брянская обл.;Амурская обл.;0,593467995922156
Бурятия;Амурская обл.;-0,0131011094690476
Владимирская обл.;Амурская обл.;0,848999210511236
Волгоградская обл.;Амурская обл.;0,942738944321985
Вологодская обл.;Амурская обл.;0,9624201312706
Воронежская обл.;Амурская обл.;0,978265644411262
Дагестан;Амурская обл.;0,963541840921835
Еврейская АО;Амурская обл.;0,972667427569486
Забайкальский край;Амурская обл.;0,757149515165283
Ивановская обл.;Амурская обл.;0,960171546119525
Ингушетия;Амурская обл.;0,92437176530707
Иркутская обл.;Амурская обл.;0,975477340068217
Кабардино-Балкария;Амурская обл.;0,967959347517737
Калининградская обл.;Амурская обл.;0,892440580016364
Калмыкия;Амурская обл.;0,964657702988948
Калужская обл.;Амурская обл.;0,949118367538111
Камчатский край;Амурская обл.;0,970950628883105
Карачаево-Черкессия;Амурская обл.;0,953169440861013
Карелия;Амурская обл.;0,831328693925376
Кемеровская обл.;Амурская обл.;0,957447340193802
Кировская обл.;Амурская обл.;0,784793440502585
Коми;Амурская обл.;0,949060796164989
Костромская обл.;Амурская обл.;0,885816286911484
Краснодарский край;Амурская обл.;0,978712792897486
Красноярский край;Амурская обл.;0,964824050102447
Крым;Амурская обл.;0,903746879062437
Курганская обл.;Амурская обл.;0,958157448440091
Курская обл.;Амурская обл.;0,962613697885037
Ленинградская обл.;Амурская обл.;0,930137451427795
Липецкая обл.;Амурская обл.;0,941610820225809
Магаданская обл.;Амурская обл.;0,960455251254439
Марий Эл;Амурская обл.;0,977357929790993
Мордовия;Амурская обл.;0,979270993772937
Москва;Амурская обл.;-0,511114319961866
Московская обл.;Амурская обл.;0,15490737422713
Мурманская обл.;Амурская обл.;0,811727113325995
Ненецкий АО;Амурская обл.;0,84990006489249
Нижегородская обл.;Амурская обл.;0,940466280689816
Новгородская обл.;Амурская обл.;0,916252909890812
Новосибирская обл.;Амурская обл.;0,937305506513354
Омская обл.;Амурская обл.;0,981706649399089
Оренбургская обл.;Амурская обл.;0,97802859615742
Орловская обл.;Амурская обл.;0,871888535808411
Пензенская обл.;Амурская обл.;0,963166640880204
Пермский край;Амурская обл.;0,967948183032373
Приморский край;Амурская обл.;0,972672104359649
Псковская обл.;Амурская обл.;0,785471718879242
Ростовская обл.;Амурская обл.;0,902774848615262
Рязанская обл.;Амурская обл.;0,903931173534705
Самарская обл.;Амурская обл.;0,906633352705528
Санкт-Петербург;Амурская обл.;0,649503751324372
Саратовская обл.;Амурская обл.;0,95899742283963
Саха (Якутия);Амурская обл.;0,654176572701038
Сахалинская обл.;Амурская обл.;0,969961152416418
Свердловская обл.;Амурская обл.;0,974801932337171
Севастополь;Амурская обл.;0,886419158783281
Северная Осетия;Амурская обл.;0,92075092041407
Смоленская обл.;Амурская обл.;0,411314653442675
Ставропольский край;Амурская обл.;0,925871640157449
Тамбовская обл.;Амурская обл.;0,954075362477357
Татарстан;Амурская обл.;0,92654059532409
Тверская обл.;Амурская обл.;0,897653276818051
Томская обл.;Амурская обл.;0,960404665131818
Тульская обл.;Амурская обл.;0,748668265345735
Тыва;Амурская обл.;0,778904892252013
Тюменская обл.;Амурская обл.;0,980931055212967
Удмуртия;Амурская обл.;0,886200706224066
Ульяновская обл.;Амурская обл.;0,937065078524373
Хабаровский край;Амурская обл.;0,964275015420076
Хакасия;Амурская обл.;0,916897219873134
ХМАО – Югра;Амурская обл.;0,941978184883466
Челябинская обл.;Амурская обл.;0,943051767706637
Чечня;Амурская обл.;0,899991556282503
Чувашия;Амурская обл.;0,918974465332205
Чукотский АО;Амурская обл.;0,633955478569675
Ямало-Ненецкий АО;Амурская обл.;0,973905422594685
Ярославская обл.;Амурская обл.;0,96728819116727
Адыгея;Архангельская обл.;0,877648861449254
Алтай;Архангельская обл.;0,508668297629082
Алтайский край;Архангельская обл.;0,92405582092069
Амурская обл.;Архангельская обл.;0,929154255383673
Архангельская обл.;Архангельская обл.;1
Астраханская обл.;Архангельская обл.;0,912798859703554
Башкортостан;Архангельская обл.;0,904037831588968
Белгородская обл.;Архангельская обл.;0,866402697547266
Брянская обл.;Архангельская обл.;0,56681943246316
Бурятия;Архангельская обл.;-0,0140181880673397
Владимирская обл.;Архангельская обл.;0,842022038588758
Волгоградская обл.;Архангельская обл.;0,899480368462311
Вологодская обл.;Архангельская обл.;0,920301943993104
Воронежская обл.;Архангельская обл.;0,920612645946865
Дагестан;Архангельская обл.;0,900187148862483
Еврейская АО;Архангельская обл.;0,9041433734062
Забайкальский край;Архангельская обл.;0,704494489765844
Ивановская обл.;Архангельская обл.;0,905365862399413
Ингушетия;Архангельская обл.;0,898555455039182
Иркутская обл.;Архангельская обл.;0,924132761979131
Кабардино-Балкария;Архангельская обл.;0,880000644870556
Калининградская обл.;Архангельская обл.;0,859642298505233
Калмыкия;Архангельская обл.;0,868212549659776
Калужская обл.;Архангельская обл.;0,82448750153385
Камчатский край;Архангельская обл.;0,932346422519158
Карачаево-Черкессия;Архангельская обл.;0,832828403016475
Карелия;Архангельская обл.;0,842299661954527
Кемеровская обл.;Архангельская обл.;0,902314348717226
Кировская обл.;Архангельская обл.;0,714370158924332
Коми;Архангельская обл.;0,903905325123701
Костромская обл.;Архангельская обл.;0,767376740822872
Краснодарский край;Архангельская обл.;0,920742019136405
Красноярский край;Архангельская обл.;0,865062387068972
Крым;Архангельская обл.;0,799580576220744
Курганская обл.;Архангельская обл.;0,881546664306991
Курская обл.;Архангельская обл.;0,895609083681992
Ленинградская обл.;Архангельская обл.;0,84706901949864
Липецкая обл.;Архангельская обл.;0,817849773355527
Магаданская обл.;Архангельская обл.;0,888778946636626
Марий Эл;Архангельская обл.;0,929458017337335
Мордовия;Архангельская обл.;0,92999816776086
Москва;Архангельская обл.;-0,47609137643089
Московская обл.;Архангельская обл.;0,16058164552957
Мурманская обл.;Архангельская обл.;0,711151346204247
Ненецкий АО;Архангельская обл.;0,797710971532237
Нижегородская обл.;Архангельская обл.;0,82990178230722
Новгородская обл.;Архангельская обл.;0,818766597226196
Новосибирская обл.;Архангельская обл.;0,862583832456221
Омская обл.;Архангельская обл.;0,944890536721264
Оренбургская обл.;Архангельская обл.;0,949736655282272
Орловская обл.;Архангельская обл.;0,901598359458139
Пензенская обл.;Архангельская обл.;0,900004753401597
Пермский край;Архангельская обл.;0,917260287848946
Приморский край;Архангельская обл.;0,909030488007881
Псковская обл.;Архангельская обл.;0,769133432860309
Ростовская обл.;Архангельская обл.;0,866138742584062
Рязанская обл.;Архангельская обл.;0,834683315778787
Самарская обл.;Архангельская обл.;0,867287586963534
Санкт-Петербург;Архангельская обл.;0,515900819816551
Саратовская обл.;Архангельская обл.;0,871143149608964
Саха (Якутия);Архангельская обл.;0,62263958912806
Сахалинская обл.;Архангельская обл.;0,874097480689772
Свердловская обл.;Архангельская обл.;0,91705743628613
Севастополь;Архангельская обл.;0,808002802210792
Северная Осетия;Архангельская обл.;0,86978635764145
Смоленская обл.;Архангельская обл.;0,476688688230604
Ставропольский край;Архангельская обл.;0,887737780232038
Тамбовская обл.;Архангельская обл.;0,893631496422176
Татарстан;Архангельская обл.;0,867313988705592
Тверская обл.;Архангельская обл.;0,814229941498983
Томская обл.;Архангельская обл.;0,85073118330927
Тульская обл.;Архангельская обл.;0,738966581075581
Тыва;Архангельская обл.;0,622395001439414
Тюменская обл.;Архангельская обл.;0,891968301274375
Удмуртия;Архангельская обл.;0,902175897434305
Ульяновская обл.;Архангельская обл.;0,877076362824378
Хабаровский край;Архангельская обл.;0,934189416315761
Хакасия;Архангельская обл.;0,823123721215403
ХМАО – Югра;Архангельская обл.;0,829070768848994
Челябинская обл.;Архангельская обл.;0,908160448302095
Чечня;Архангельская обл.;0,804730073967233
Чувашия;Архангельская обл.;0,866305774697411
Чукотский АО;Архангельская обл.;0,582764543242633
Ямало-Ненецкий АО;Архангельская обл.;0,878005855441791
Ярославская обл.;Архангельская обл.;0,904923821535947
Адыгея;Астраханская обл.;0,980013070168232
Алтай;Астраханская обл.;0,526444035584181
Алтайский край;Астраханская обл.;0,969062412090604
Амурская обл.;Астраханская обл.;0,963673096606642
Архангельская обл.;Астраханская обл.;0,912798859703554
Астраханская обл.;Астраханская обл.;1
Башкортостан;Астраханская обл.;0,974463039003293
Белгородская обл.;Астраханская обл.;0,98137541398148
Брянская обл.;Астраханская обл.;0,465283021382197
Бурятия;Астраханская обл.;-0,202797452304465
Владимирская обл.;Астраханская обл.;0,763782254143894
Волгоградская обл.;Астраханская обл.;0,988488801749924
Вологодская обл.;Астраханская обл.;0,962702760246805
Воронежская обл.;Астраханская обл.;0,983326060191669
Дагестан;Астраханская обл.;0,924394890693888
Еврейская АО;Астраханская обл.;0,985812116840822
Забайкальский край;Астраханская обл.;0,635488669743177
Ивановская обл.;Астраханская обл.;0,982859633397092
Ингушетия;Астраханская обл.;0,969908795688858
Иркутская обл.;Астраханская обл.;0,980153373644982
Кабардино-Балкария;Астраханская обл.;0,986011886841762
Калининградская обл.;Астраханская обл.;0,843735387407442
Калмыкия;Астраханская обл.;0,946703535489399
Калужская обл.;Астраханская обл.;0,929339217293557
Камчатский край;Астраханская обл.;0,933235854582855
Карачаево-Черкессия;Астраханская обл.;0,962515990971419
Карелия;Астраханская обл.;0,737003130075328
Кемеровская обл.;Астраханская обл.;0,884684871291913
Кировская обл.;Астраханская обл.;0,661284329824551
Коми;Астраханская обл.;0,895390614350472
Костромская обл.;Астраханская обл.;0,794864343108322
Краснодарский край;Астраханская обл.;0,984684118179892
Красноярский край;Астраханская обл.;0,956031200534364
Крым;Астраханская обл.;0,821774374052858
Курганская обл.;Астраханская обл.;0,986976881124718
Курская обл.;Астраханская обл.;0,942386231129156
Ленинградская обл.;Астраханская обл.;0,868662975348276
Липецкая обл.;Астраханская обл.;0,964173348604918
Магаданская обл.;Астраханская обл.;0,949245834428561
Марий Эл;Астраханская обл.;0,961612897461324
Мордовия;Астраханская обл.;0,991969206800189
Москва;Астраханская обл.;-0,680167436894098
Московская обл.;Астраханская обл.;-0,0253352117484513
Мурманская обл.;Астраханская обл.;0,710968269879785
Ненецкий АО;Астраханская обл.;0,83246820480269
Нижегородская обл.;Астраханская обл.;0,87917146943883
Новгородская обл.;Астраханская обл.;0,921888142019101
Новосибирская обл.;Астраханская обл.;0,860019075597079
Омская обл.;Астраханская обл.;0,986315758176854
Оренбургская обл.;Астраханская обл.;0,982679950516029
Орловская обл.;Астраханская обл.;0,796935356688043
Пензенская обл.;Астраханская обл.;0,989392155637548
Пермский край;Астраханская обл.;0,99141161954587
Приморский край;Астраханская обл.;0,940146608420915
Псковская обл.;Астраханская обл.;0,68182704408245
Ростовская обл.;Астраханская обл.;0,956667651622954
Рязанская обл.;Астраханская обл.;0,855930195395718
Самарская обл.;Астраханская обл.;0,955771106095084
Санкт-Петербург;Астраханская обл.;0,56135054437757
Саратовская обл.;Астраханская обл.;0,986773578505618
Саха (Якутия);Астраханская обл.;0,756548554059495
Сахалинская обл.;Астраханская обл.;0,927353768645159
Свердловская обл.;Астраханская обл.;0,990642604622984
Севастополь;Астраханская обл.;0,847490113479588
Северная Осетия;Астраханская обл.;0,974531999738792
Смоленская обл.;Астраханская обл.;0,301861977611988
Ставропольский край;Астраханская обл.;0,97808511362466
Тамбовская обл.;Астраханская обл.;0,926639243082667
Татарстан;Астраханская обл.;0,949448807859258
Тверская обл.;Астраханская обл.;0,806523613791451
Томская обл.;Астраханская обл.;0,964980246569175
Тульская обл.;Астраханская обл.;0,612117590888833
Тыва;Астраханская обл.;0,726607772236061
Тюменская обл.;Астраханская обл.;0,972969102239065
Удмуртия;Астраханская обл.;0,938498146777952
Ульяновская обл.;Астраханская обл.;0,982138514674205
Хабаровский край;Астраханская обл.;0,935353255417484
Хакасия;Астраханская обл.;0,83833872789465
ХМАО – Югра;Астраханская обл.;0,893516774744157
Челябинская обл.;Астраханская обл.;0,984330499116792
Чечня;Астраханская обл.;0,902538847340517
Чувашия;Астраханская обл.;0,945387067318228
Чукотский АО;Астраханская обл.;0,65170882124079
Ямало-Ненецкий АО;Астраханская обл.;0,955714869882428
Ярославская обл.;Астраханская обл.;0,961192315648454
Адыгея;Башкортостан;0,975331433960289
Алтай;Башкортостан;0,391123781407485
Алтайский край;Башкортостан;0,915472086384658
Амурская обл.;Башкортостан;0,924113278801139
Архангельская обл.;Башкортостан;0,904037831588968
Астраханская обл.;Башкортостан;0,974463039003293
Башкортостан;Башкортостан;1
Белгородская обл.;Башкортостан;0,978615326793645
Брянская обл.;Башкортостан;0,314206836622447
Бурятия;Башкортостан;-0,343541128374474
Владимирская обл.;Башкортостан;0,659989078103407
Волгоградская обл.;Башкортостан;0,9923468908266
Вологодская обл.;Башкортостан;0,929523307152037
Воронежская обл.;Башкортостан;0,953915334954262
Дагестан;Башкортостан;0,846811177540249
Еврейская АО;Башкортостан;0,958698273545214
Забайкальский край;Башкортостан;0,505435156370945
Ивановская обл.;Башкортостан;0,979060067235618
Ингушетия;Башкортостан;0,984087870221047
Иркутская обл.;Башкортостан;0,946959959520107
Кабардино-Балкария;Башкортостан;0,959704653987231
Калининградская обл.;Башкортостан;0,76651253631026
Калмыкия;Башкортостан;0,878210986857237
Калужская обл.;Башкортостан;0,85246735964298
Камчатский край;Башкортостан;0,870507677288643
Карачаево-Черкессия;Башкортостан;0,912403161019923
Карелия;Башкортостан;0,646019655249745
Кемеровская обл.;Башкортостан;0,807289822924693
Кировская обл.;Башкортостан;0,617288338084833
Коми;Башкортостан;0,815982340699671
Костромская обл.;Башкортостан;0,677207881187936
Краснодарский край;Башкортостан;0,943190116668785
Красноярский край;Башкортостан;0,898160376083919
Крым;Башкортостан;0,716470767962221
Курганская обл.;Башкортостан;0,965008244162773
Курская обл.;Башкортостан;0,890303350254225
Ленинградская обл.;Башкортостан;0,777399335312474
Липецкая обл.;Башкортостан;0,921498058871238
Магаданская обл.;Башкортостан;0,904066893242944
Марий Эл;Башкортостан;0,925032215084211
Мордовия;Башкортостан;0,969761289488037
Москва;Башкортостан;-0,738791966333698
Московская обл.;Башкортостан;-0,169940717136266
Мурманская обл.;Башкортостан;0,585162761473904
Ненецкий АО;Башкортостан;0,795181810179155
Нижегородская обл.;Башкортостан;0,791960915558049
Новгородская обл.;Башкортостан;0,867910727938591
Новосибирская обл.;Башкортостан;0,774433514730429
Омская обл.;Башкортостан;0,960606118377976
Оренбургская обл.;Башкортостан;0,963191239997539
Орловская обл.;Башкортостан;0,74879645546278
Пензенская обл.;Башкортостан;0,97012107537067
Пермский край;Башкортостан;0,979843746712552
Приморский край;Башкортостан;0,885993816445806
Псковская обл.;Башкортостан;0,572636241908597
Ростовская обл.;Башкортостан;0,982413845194698
Рязанская обл.;Башкортостан;0,779072704154867
Самарская обл.;Башкортостан;0,966275762515151
Санкт-Петербург;Башкортостан;0,422678081823226
Саратовская обл.;Башкортостан;0,965478658147047
Саха (Якутия);Башкортостан;0,828051828127171
Сахалинская обл.;Башкортостан;0,875654900206889
Свердловская обл.;Башкортостан;0,976270057785031
Севастополь;Башкортостан;0,802755021132194
Северная Осетия;Башкортостан;0,99070831125898
Смоленская обл.;Башкортостан;0,178124343983785
Ставропольский край;Башкортостан;0,992589117024153
Тамбовская обл.;Башкортостан;0,881407126079105
Татарстан;Башкортостан;0,912660800911067
Тверская обл.;Башкортостан;0,701905526649488
Томская обл.;Башкортостан;0,918980267135515
Тульская обл.;Башкортостан;0,491272225799592
Тыва;Башкортостан;0,589508518647731
Тюменская обл.;Башкортостан;0,921375821472205
Удмуртия;Башкортостан;0,983161418008668
Ульяновская обл.;Башкортостан;0,989604143032075
Хабаровский край;Башкортостан;0,885038256278766
Хакасия;Башкортостан;0,733904797923956
ХМАО – Югра;Башкортостан;0,806005340301704
Челябинская обл.;Башкортостан;0,993734775532635
Чечня;Башкортостан;0,865586633150586
Чувашия;Башкортостан;0,951559161313261
Чукотский АО;Башкортостан;0,610243742148698
Ямало-Ненецкий АО;Башкортостан;0,89478330660693
Ярославская обл.;Башкортостан;0,920217806000822
Адыгея;Белгородская обл.;0,978403182286274
Алтай;Белгородская обл.;0,474223217506366
Алтайский край;Белгородская обл.;0,939726095598185
Амурская обл.;Белгородская обл.;0,943461338444656
Архангельская обл.;Белгородская обл.;0,866402697547266
